Id,Order,Priority,Summary,Links+,Deliverable type,Flywheel Stage,Product Area,Audience,Target Archetype,Technical level,HotlistIds,Assignee,Status,ComponentPath,Reporter
324571049,,P2,AI Hypercomputer,,Blog post/Article,,Compute,,,,🪸2024 H1 • AI (Other),priyapandeyb,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,priyapandeyb
324585777,,P1,AI Penalty Challenge Showcase Demo @ NEXT,,,,,,,,2024.03,zackakil,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,polong
324591916,,P1,Sysdig Falco partner blog post,https://cloud.google.com/blog/products/identity-security/wrangle-your-alerts-with-open-source-falco-and-the-gcpaudit-plugin,Blog post/Article,Activate,Security,,,,🪸February 2024 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
324595966,,P1,GKE CIS Benchmark Blog Post,,Blog post/Article,,,,,,🪸2024 H1 • Security,chubirka,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
324597215,,P1,RSAC Webinar content prep and presentation,https://www.rsaconference.com/library/webcast/164-velocity-cloud,Presentation,Advocate,Security,External - Public,Developers,,🪸2024 H1 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
324608574,,P2,Connect to Cloud SQL using a Private Service Connect endpoint,,Lab,Adopt,,,,,🪸June 2024 • Networking,ammettwill,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,ammettwill
324639296,,P2,Next 2024: Hive Logistics & Screen Demos,,,,,,,,2024-02-14 to Next • #AppEco • #CloudRuntimes • #Next,asrivast,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,asrivast
324639358,,P2,Next 2024: Hive Physical Demos,,,,,,,,2024-02-14 to Next • #AppEco • #CloudRuntimes • #Next,ajahammerly,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,ajahammerly
324640018,,P2,Serverless Expeditions H1 2024,,Video (3min+),Evaluate,,,,,#CloudRuntimes • May / June 2024 - End of Q2 2024,momander,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,ajahammerly
324640080,,P2,Next 2024: Showcase & Keynote Demos,,,,,,,,2024-02-14 to Next • #AppEco • #Next,ajahammerly,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,ajahammerly
324640181,,P2,MLOps: Content Bundle,,,,,,,,2024-02-14 to Next • AI (Other) • #AppEco,miav,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,ajahammerly
324640231,,P2,Next 2024: Talks,,,,,,,,2024-02-14 to Next • #AppEco • #CloudRuntimes • #Next,ajahammerly,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,ajahammerly
324640935,,P2,JSS Maintenance,,,,,,,,May / June 2024 - End of Q2 2024,,new,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,ajahammerly
324651646,,P2,GCCA Content Review: GKE with Ray Hardening,,Other,Advocate,Security,,,,🪸2024 H1 • AI (Other) • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
324797475,,P2,Customer Engagement: Blizzard,https://docs.google.com/document/d/1O98mi0vtyAurUH_87xUuvj-v4jMbptkHNBGwbJ-8a48/edit?tab=t.0#bookmark=id.bk2iiltalmtt • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000b83meQAA/view,,Adopt,AppEco,,,,2024-01-01 to 2024-02-14 • #CloudRuntimes • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
324866571,,P0,Next '24 Hypergame: Setup Django project,,,,,,,,DEE Infra • 🪸February 2024 • Compute,strzelczyk,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,strzelczyk
324867306,,P1,Next '24 Hypergame: Prepare Looker dashboard with game stats,,,,,,,,DEE Infra • 🪸April 2024 • Compute,strzelczyk,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,strzelczyk
324867322,,P0,Next '24 Hypergame: Develop the Main Game Service,,,,,,,,DEE Infra,strzelczyk,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,strzelczyk
324867359,,P0,Next '24 Hypergame: Implement the main game mechanic,,,,,,,,DEE Infra • 🪸February 2024 • Compute,strzelczyk,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,strzelczyk
324867544,,P2,Next '24 Hypergame: Implement leaderboard mode,,,,,,,,DEE Infra • 🪸February 2024,strzelczyk,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,strzelczyk
324867708,,P0,Next '24 Hypergame: Implement PubSub reporting of game activity,,,,,,,,DEE Infra • 🪸April 2024 • Compute,strzelczyk,infeasible,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,strzelczyk
324876757,,P2,Arc Center: Advantages of Running PCI Compliant Solutions on Google Cloud,,Other,,,,,,🪸2024 H1 • Security,chubirka,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
324905114,,P2,Video: Top 3 Google Cloud tips for Firebase developers,https://youtu.be/AX_JInDfhc0?si=BK2Ag4I3khPxZ-jQ,Video (3min+),Evaluate,AppEco,,,,2024-01-01 to 2024-02-14 • #AppEco • #CloudRuntimes,momander,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,momander
324909851,,P2,Next'24 - Load Balancing Blitz - Enable IAP,,,,,,,,DEE Infra • 🪸April 2024,sampathm,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,sampathm
324910368,,P2,Next'24 - Load Balancing Blitz - Enable PubSub,,,,,,,,DEE Infra • 🪸April 2024,sampathm,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,sampathm
324914953,,P2,Nvidia partnerships,,,,,,,,,weihsia,assigned,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,weihsia
324915285,,P2,Nvidia GTC demo recording ,,Demo,Expand,Data & Analytics,,,,dr4dc-roadmap • 2024.03 • AI (Other),weihsia,obsolete,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,weihsia
324916038,,P2,Nvidia CE training review,,,,,,,,2024.02,weihsia,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,weihsia
324942394,,P2,Internal: TechSummit - Reliable App Platforms Talk,,Presentation,,Cross-Cloud,,,,🪸February 2024,smcghee,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,donmccasland
324942769,,P2,CLI tool for reliable platform,,Code Artifact,,Cross-Cloud,,,,🪸May 2024 • Reliability & DR,smcghee,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,donmccasland
324942856,,P2,Adding backstage to Reliable App Platform,,,,,,,,🪸2024 H1,smcghee,assigned,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,donmccasland
324943361,,P2,Blog: building for traffic drains,https://medium.com/@muncus/architecting-for-traffic-drains-ad61558c046c,Blog post/Article,Expand,Cross-Cloud,,,,🪸April 2024 • Reliability & DR,muncus,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,muncus
324954979,,P2,Migrate samples from one-off repos to GKE samples,,Other,,,,,,#CloudRuntimes • GKE • May / June 2024 - End of Q2 2024,obourgeois,assigned,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,obourgeois
324976333,,P2,Private AI Demo ,,Demo,,Cloud AI/ML,,,,🪸2024 H1 • AI (Other) • Security,priyapandeyb,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,priyapandeyb
324977464,,P1,Private AI demo for NEXT 2024 ,https://www.youtube.com/watch?v=U2NR02r-Lvk&t=1s,Demo,Activate,Cloud AI/ML,,,,🪸2024 H1 • AI (Other) • Security,priyapandeyb,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,priyapandeyb
325021602,,P2,"Arc Center: Deploy programmable global front ends using Cloud Armor, LB and CDN",https://cloud.google.com/architecture/deploy-programmable-gfe-cloud-armor-lb-cdn,Architecture Content,Expand,Security,External - Public,Admins / Architects,,🪸2024 H1 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325022043,,P2,Arc Center: Configure networks for FedRAMP and DoD in Google Cloud,https://cloud.google.com/architecture/configure-networks-fedramp-dod-google-cloud,Architecture Content,Expand,Security,External - Public,Admins / Architects,,🪸2024 H1 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325045923,,P1,Create and deliver Next breakout session content: Learn to Love IAM,https://assets.swoogo.com/uploads/3777389-6617263f2f99c.pdf,Presentation,Adopt,Security,External - Public,Admins / Architects,,🪸2024 H1 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325047099,,P2,Cloud Native Security Con CFP Submission,,Presentation,Adopt,Security,External - Public,Admins / Architects,,🪸2024 H1 • Security,chubirka,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325064270,,P2,Bigtable Studio: Query Builder Blog,https://docs.google.com/document/d/1-GRqIpFf6Dadji5fp_KT05foMdQJmIvKTyTpS0x11Os/edit?resourcekey=0-noHeqjyAF4Fs_5v2tDX1uA&tab=t.0 • https://medium.com/@billyjacobson/read-your-bigtable-data-with-the-new-bigtable-studio-query-builder-dfeedf5678bc,Blog post/Article,Activate,Data & Analytics,,,,2024.03,thebilly,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,thebilly
325099434,,P2,Blog: Improve Software Development Using Google Cloud Sensitive Data Protection,,Blog post/Article,,,,,,🪸2024 H1 • Security,chubirka,accepted,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325099892,,P1,Expert Request: SAP Chief Security Architect for ISBN (Ariba and Concur),,Other,Adopt,Security,,,,🪸2024 H1 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325101276,,P0,Next'24 - Load Balancing Blitz - Build App Backend Infra,,,,,,,,DEE Infra • 🎂 2024 H1 • 🪸April 2024,sampathm,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,sampathm
325106746,,P2,Validation of GCC GKE Advanced Hardening Qwiklab,,Lab,Expand,Security,,,,🪸2024 H1 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325110938,,P2,Lakehouse JSS - Bigtable Neos,https://console.cloud.google.com/welcome?q=search&referrer=search&project=jss-deploy-20&walkthrough_id=solutions-in-console--analytics-lakehouse--bigtable,Neos Tutorial,Advocate,Data & Analytics,External - Public,,,2024.06,bmiro,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,bmiro
325111026,,P2,NEXT Breakout Session (Demo) - ANA 205,https://cloud.withgoogle.com/next?session=ANA205 • https://docs.google.com/presentation/d/1UkVIiFfTgUv6hy_p3Cg5koMnhYJOGoHSfYwT7s0m9CQ/edit?usp=sharing,Presentation,Expand,Cloud AI/ML,External - Public,,,2024.06,bmiro,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,bmiro
325111146,,P1,Scope out NEXT Breakout Session,,,,,,,,2024.02,bmiro,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,bmiro
325111238,,P2,Lakehouse JSS - Spark stored procedure,,,,,,,,2024.06,bmiro,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,bmiro
325111240,,P2,Lakehouse JSS - NEXT Screen demo,https://docs.google.com/document/d/1cOE4vpSguuNGAmcQRwCVAxiU88bZBa4BTjaqErgL5_8/edit?usp=sharing&resourcekey=0-Sddk2uaWpK9UHYKEHSYRxA,Demo,Evaluate,Data & Analytics,External - Public,,,2024.06,bmiro,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,bmiro
325116443,,P2,Next Startup Launch: Lima Charlie,,Other,Advocate,Security,,,,🪸2024 H1 • Security,chubirka,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325117788,,P2,Startup School AI,https://www.youtube.com/watch?v=bjyvVUIxWZc&t=2s,Workshop,Activate,Data & Analytics,,,,dr4dc-roadmap • 2024.02 • AI (Other),jasondavenport,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,jasondavenport
325120036,,P2,Zebra Prep,,,,,,,,2024.06,jasondavenport,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,jasondavenport
325121874,,P2,"FEAR AND LOATHING IN SECURITY DASHBOARDS, ENCORE ",,Blog post/Article,,,,,,🪸2024 H1 • Security,chubirka,assigned,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,chubirka
325162881,,P2,[Demo] BigQuery DocAI Integration,,,,,,,,2024.04,nelsonjeffrey,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,nelsonjeffrey
325163268,,P2,[Demo] BigQuery Speech-to-text Integration,,,,,,,,2024.04,nelsonjeffrey,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,nelsonjeffrey
325163349,,P2,[Guidepath] Duet for Data Scientists,,,,,,,,2024.06,nelsonjeffrey,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,nelsonjeffrey
325163555,,P2,[Narrative] BigQuery DocAI Integration,,,,,,,,2024.04,nelsonjeffrey,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,nelsonjeffrey
325178463,,P0,mRAG Notebook bugfixes and developer/customer feedback integration.,,,,,,,,2024.03,lavinigam,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,lavinigam
325257757,,P2,[Video] Gemini in BigQuery,https://docs.google.com/document/d/1X7uiXJFnO57sPMSKEXpKv1UYiSRn7C41k-KZNgcRwPw/edit?tab=t.0 • https://www.youtube.com/watch?v=-MWIHAH4cbA,Video (3min+),Evaluate,Data & Analytics,External - Public,Data specialists,,dr4dc-roadmap • 2024.04 • AI (Other) • Gemini in BigQuery,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,aliciamw
325257836,,P2,[Video] Data Canvas Overview and Screencast,https://youtu.be/r_nDZSrWaYk • https://docs.google.com/document/d/1eVMKMyVmfbMf_akn1Qf4HY8UVPRXQKqbjHAz5qNs4TI/edit?resourcekey=0-Lee2z-XRiFr5l_HS8tLYDg&tab=t.0#heading=h.4s8yjlgrb4zj,Video (3min+),Evaluate,Data & Analytics,External - Public,Data specialists,,dr4dc-roadmap • 2024.04 • AI (Other) • Gemini in BigQuery,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,aliciamw
325271487,,P2,Transfer the video clip to the cloud using Pi,,,,,,,,2024.02,hyunuklim,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,hyunuklim
325281028,,P2,NEXT data persona blog,"https://docs.google.com/presentation/d/16rLj19L7Zf60_y7xrqJFowZehlJ9dymEwEwxJ1pWrjU/edit?pli=1&resourcekey=0-mDTMD-pb6wjDA64ZfRDUBA#slide=id.g26ca8de0a3c_4_0
https://docs.google.com/document/d/1VmakBnYZq-9I2NjVjPjXrEz0IqLjDjqRKPNHNFbFj6A/edit?resourcekey=0-sdszAW0ktR3G2juQWFeOtg&tab=t.0 • https://cloud.google.com/blog/products/data-analytics/must-see-database-sessions-at-next24",,,Data & Analytics,,,,2024.04,downeyd,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,downeyd
325281583,,P2,QA Test for March Iteration,,,,,,,,2024.02,weihsia,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,weihsia
325303605,,P2,Shift Security Down Early,https://medium.com/@aron_60636/shifting-security-down-early-1a42169d05a5,Blog post/Article,Activate,Security,,,,🪸February 2024 • Security,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
325303636,,P2,Breadth of AI Security (not just AI!),,Blog post/Article,,,,,,🪸2024 H1 • AI (Other) • Security,aronone,obsolete,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
325303651,,P2,Next Screen Demo (AI/ML Pipeline Security),,Demo,,Cloud AI/ML,,,,🪸2024 H1 • AI (Other) • Security,aronone,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
325304537,,P2,AI Model Provenance (Codelab? Demo?),,Lab,,,,,,🪸2024 H1 • AI (Other) • Security,aronone,obsolete,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,aronone
325323897,,P2,Cloud on Air Webinar for Gemma release.,https://cloudonair.withgoogle.com/events/ai-ml-workloads-on-gke,Presentation,Evaluate,AppEco,,,,2024-02-14 to Next • AI (Other) • #CloudRuntimes,mofi,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,mofi
325324529,,P2,Create Demo,,,,,,,,2024-02-14 to Next • #CloudRuntimes,mofi,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,mofi
325327693,,P2,Create talk outline for Kubecon EU 2024 Talk,,,,,,,,2024-02-14 to Next • #CloudRuntimes,mofi,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,mofi
325328286,,P2,Create slides for Kubecon EU 2024 Talk: Navigating the Processing Unit Landscape in Kubernetes for AI Use Case,https://youtu.be/195X1yItSLc?si=NHUTpZSqvoKaMzY2,Video (3min+),Expand,AppEco,,,,2024-02-14 to Next • AI (Other) • #CloudRuntimes,mofi,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,mofi
325417840,,P4,Streamlit app example in repo: Update screenshot with GIF in README.md,https://github.com/GoogleCloudPlatform/generative-ai/blob/main/gemini/sample-apps/gemini-streamlit-cloudrun/README.md,,,,,,,generative-ai repo • 2024.04,lavinigam,assigned,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Cloud AI,polong
325429390,,P0,GCP Data Started Acadamy - keynote,https://www.linkedin.com/posts/patrycjakoz%C5%82owska_gcp-data-starter-academy-w-dataai-activity-7158421780800450560-Dypb?utm_source=share&utm_medium=member_desktop,Presentation,Advocate,Data & Analytics,,,,DEE Infra • 🪸March 2024,rsamborski,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,rsamborski
325429797,,P2,GCP Data Starter Academy - blog post,https://medium.com/@rsamborski/google-x-accenture-empowering-data-engineers-with-the-google-cloud-starter-academy-in-data-ai-05b526736bad,Blog post/Article,Advocate,Data & Analytics,External - Public,Data specialists,,DEE Infra • 🪸May 2024,rsamborski,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,rsamborski
325430820,,P1,GenAI code samples assistance project - vendor selection,,,,,,,,DEE Infra • 🪸February 2024,rsamborski,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,rsamborski
325432250,,P1,DevOxx Poland - CFP,,,,,,,,DEE Infra • 🪸February 2024 • AI (Other),rsamborski,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > InfraOps,rsamborski
325465419,,P2,Generative AI application development with RAG using Vertex AI (go/gen-ai-rag-vertex-ai-ra),https://cloud.google.com/architecture/rag-capable-gen-ai-app-using-vertex-ai,Blog post/Article,Adopt,Data & Analytics,,,,2024.02 • AI (Other),otochkin,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,otochkin
325465780,,P2,Investigate Gemini demo issue that prevent query completion,,Code Artifact,,Data & Analytics,,,,2024.02,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,shanecglass
325622145,,P2,Create Neos tutorial to highlight existence of these,,,,,,,,,shanecglass,verified,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > Data Cloud,shanecglass
325661719,,P2,GKE & AI basics blog post,https://kaslin.rocks/ai-kubernetes/ • https://dev.to/googlecloud/ai-kubernetes-1957,Blog post/Article,Advocate,,,,,AI (Other) • #CloudRuntimes • Next through I/O,kaslin,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,kaslin
325662308,,P2,Kubernetes Podcast 219,https://kubernetespodcast.com/episode/219-api-machinery-chaos-dishwashers/,Podcast,Advocate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes,kaslin,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,kaslin
325663821,,P2,Next.js Quickstart,https://cloud.google.com/run/docs/develop/frameworks/deploy-nextjs-service,Tutorial/Guide,Activate,AppEco,External - Public,,,#AppEco • Next through I/O,lukeschlangen,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,lukeschlangen
325664152,,P2,Kubernetes Podcast 218,https://kubernetespodcast.com/episode/218-k8s-stale-reads/,Podcast,Advocate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes,kaslin,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,kaslin
325664882,,P2,KubeCon EU 2024 Talk - Contributing to Kubernetes in Its Second Decade - SIG ContribEx Style!,https://youtu.be/hdUgGBWUtLo?si=GE553kYnD4g8iMn7,Presentation,Advocate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes,kaslin,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,kaslin
325665785,,P2,GKE CDP Insights Deck January 2024 - DuetAI for GKE,https://docs.google.com/presentation/d/1AwwYN-L33Ge-33E7YZUZG5vQqu_aC8CXtpifUk8b8vA/edit?usp=sharing&resourcekey=0-liBEbOuXbyM4nwDPk-6qpw,Empathy Session,Evaluate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • AI (Gemini-Assistance),kaslin,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,kaslin
325972401,,P2,Netherlands Kubernetes Podcast: Episode 42: Running game servers on Kubernetes,https://www.k8spodcast.nl/afleveringen/aflevering-42-running-games-servers-on-kubernetes,Podcast,Evaluate,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Games • #Games > #OpenSource,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
325977320,,P2,Customer Engagement: 2k Games,https://2k.com/en-US/ • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cryUZQAY/view?ws=%2Flightning%2Fr%2FAccount%2F0014M00001hTjvdQAC%2Fview • https://docs.google.com/document/d/1A6dvIKd3rcPKWmgSdcWONOqFe5bJfVZWbeDzhI0_2Pc/edit?tab=t.0#bookmark=id.pmwodh79arlx • https://docs.google.com/presentation/u/0/d/1Uo6XzS3e2-ny-RvlqGFKkzna5yp5e6oWHV8IFtA2Sco/edit?resourcekey=0-aj1djJiS8RwJwRMDcw_1sw,Other,Adopt,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
325977340,,P2,Customer Engagement: 2k Games,https://2k.com/en-US/ • https://vector.lightning.force.com/lightning/r/Opportunity/0064M00000cryUZQAY/view?ws=%2Flightning%2Fr%2FAccount%2F0014M00001hTjvdQAC%2Fview • https://docs.google.com/document/d/1A6dvIKd3rcPKWmgSdcWONOqFe5bJfVZWbeDzhI0_2Pc/edit?tab=t.0#bookmark=id.6vaqvm4ckx94,Other,Adopt,AppEco,,,,2024-02-14 to Next • #CloudRuntimes • #Games • #Games > #Customer,markmandel,fixed,Cloud Platform > Outbound Strategy & Enablement > Developer Advocacy & Engineering > Cloud Product DevRel > 🐐 Modern Development DevRel,markmandel
